original_idx,prob_clean_target,prob_bd_target,cate,prob_bd_noise_target,prob_bd_occ_target
57,2.908837814175058e-05,0.9976982474327087,0.997669159054567,0.9891210198402405,0.9278134107589722
58,1.7616710465517826e-05,0.9843831658363342,0.9843655491258687,0.9922949075698853,0.9968487620353699
59,0.0002025870344368741,0.9936580061912537,0.9934554191568168,0.9885602593421936,0.3588572144508362
60,8.048122879245057e-08,0.9933981895446777,0.9933981090634489,0.9966715574264526,0.015477238222956657
61,0.0004416785668581724,0.9985342025756836,0.9980925240088254,0.9977926015853882,0.9717294573783875
62,0.00010438486788189039,0.8428815007209778,0.8427771158530959,0.8462428450584412,0.0949237272143364
63,0.0016853671986609697,0.9997285008430481,0.9980431336443871,0.9990909099578857,0.003359787166118622
64,1.7774328853192856e-06,0.9216626882553101,0.9216609108224247,0.9268969297409058,0.2251029759645462
65,4.524539747308154e-07,0.9617440700531006,0.9617436175991259,0.9440702795982361,0.8131037354469299
66,2.746768223005347e-05,0.9749055504798889,0.9748780827976589,0.9165390133857727,0.2785484492778778
67,0.004874772857874632,0.9896029829978943,0.9847282101400197,0.9869527816772461,0.2781160771846771
68,8.96745768841356e-06,0.9950760006904602,0.9950670332327718,0.9813982844352722,0.1243438869714737
69,2.282330024172552e-05,0.9747639298439026,0.9747411065436609,0.9797196984291077,0.995130181312561
70,0.001230829511769116,0.9759819507598877,0.9747511212481186,0.9326697587966919,0.07888985425233841
71,2.4296462015627185e-06,0.8333337903022766,0.833331360656075,0.8783432841300964,0.004583070985972881
72,7.153903425205499e-06,0.991163969039917,0.9911568151364918,0.9836046099662781,0.00027152406983077526
73,5.609632353298366e-06,0.9961575865745544,0.9961519769422011,0.9881982207298279,0.6323831677436829
75,1.4263897583077778e-06,0.9891498684883118,0.9891484420985535,0.9730165004730225,0.990027129650116
76,0.0035698546562343836,0.9817973375320435,0.9782274828758091,0.9546260237693787,0.019087666645646095
77,0.008820198476314545,0.9344246983528137,0.9256044998764992,0.7784622311592102,0.2700004577636719
78,0.00019038525351788849,0.998831570148468,0.9986411848949501,0.9995112419128418,0.9993891716003418
79,7.3093207220154e-07,0.9256249070167542,0.925624176084682,0.9222583174705505,0.5714134573936462
80,2.149837570186719e-07,0.8658564686775208,0.8658562536937637,0.9063109755516052,0.9892407059669495
81,0.00018610029655974358,0.9987902045249939,0.9986041042284342,0.9980955719947815,0.7687975168228149
82,0.00018540388555265963,0.5909308195114136,0.5907454156258609,0.642035722732544,0.5595753192901611
83,7.77881814428838e-06,0.9638668298721313,0.9638590510539871,0.8265089392662048,0.017541442066431046
84,6.817704706918448e-05,0.9956035614013672,0.995535384354298,0.9903449416160583,0.9978724718093872
85,3.081928241499554e-07,0.9978892207145691,0.9978889125217449,0.9967066645622253,0.8214697241783142
86,4.9179197958437726e-05,0.7890563011169434,0.7890071219189849,0.5409426093101501,0.7345638871192932
87,0.0009830306516960263,0.9764268398284912,0.9754438091767952,0.913417398929596,0.07728342711925507
88,4.385960039599013e-07,0.9762351512908936,0.9762347126948896,0.9070939421653748,0.25785985589027405
89,2.0440622847672785e-06,0.993771493434906,0.9937694493726212,0.995100200176239,0.3324255049228668
91,2.7614354621618986e-05,0.9851171970367432,0.9850895826821215,0.9373089671134949,0.004072536714375019
92,7.547733389401401e-07,0.9886845946311951,0.9886838398578561,0.9852465391159058,0.5052750110626221
93,1.9804751900664996e-06,0.3398646414279938,0.3398626609528037,0.12833991646766663,0.2363530546426773
94,3.5789670960184594e-07,0.9101153612136841,0.9101150033169745,0.8567816615104675,0.98856121301651
95,8.00385678303428e-05,0.9630334973335266,0.9629534587656963,0.9619690775871277,0.7683954834938049
96,0.0010502993827685714,0.9722883105278015,0.9712380111450329,0.9356301426887512,0.0967596098780632
99,4.8746067477623e-05,0.9842960834503174,0.9842473373828398,0.9463684558868408,0.9555255770683289
100,1.233405129141829e-07,0.8156748414039612,0.8156747180634483,0.807246744632721,0.9855764508247375
101,7.256662684085313e-07,0.9869896769523621,0.9869889512860937,0.987225353717804,0.925049901008606
102,1.2785954822902568e-05,0.9503867030143738,0.9503739170595509,0.918544352054596,0.28292882442474365
103,6.041405504220165e-05,0.9906711578369141,0.9906107437818719,0.9899095296859741,0.13634270429611206
104,5.7516790548106655e-05,0.9377966523170471,0.937739135526499,0.9341714382171631,0.12374010682106018
105,3.592610084979242e-07,0.9836701154708862,0.9836697562098777,0.9655182361602783,0.009107520803809166
106,0.0002454882487654686,0.9649139642715454,0.9646684760227799,0.9515987038612366,0.6986211538314819
107,6.361981650115922e-05,0.8503236770629883,0.8502600572464871,0.884325385093689,0.7180077433586121
108,3.0272776712081395e-06,0.9536485075950623,0.953645480317391,0.9481165409088135,0.5204315781593323
109,0.0004997174837626517,0.8162785172462463,0.8157787997624837,0.9408080577850342,0.3719742000102997
110,3.321266035527515e-07,0.9974650144577026,0.9974646823310991,0.997733473777771,0.9139736294746399
112,0.0031021933536976576,0.6811389327049255,0.6780367393512279,0.430579274892807,0.5465789437294006
113,1.9210619939258322e-05,0.9155853986740112,0.915566188054072,0.9642230868339539,0.32801714539527893
114,1.2925222108606249e-05,0.9987261891365051,0.9987132639143965,0.998472273349762,0.620436429977417
115,2.4800632672850043e-05,0.9004563093185425,0.9004315086858696,0.8362470865249634,0.041789885610342026
117,0.0007497737533412874,0.854867696762085,0.8541179230087437,0.8025427460670471,0.9777979850769043
118,0.0006185784586705267,0.24549797177314758,0.24487939331447706,0.15181803703308105,0.1729504019021988
119,3.64211700798478e-05,0.9239908456802368,0.923954424510157,0.8605167269706726,0.13692373037338257
120,0.0007650937186554074,0.9821400046348572,0.9813749109162018,0.9779284000396729,0.019893230870366096
121,0.05199473723769188,0.9988303780555725,0.9468356408178806,0.9942480325698853,0.9939980506896973
122,4.716910552815534e-05,0.9276403188705444,0.9275931497650163,0.9012022614479065,0.7689571976661682
123,1.4652276831839117e-06,0.9070255160331726,0.9070240508054894,0.8183108568191528,0.6828473210334778
124,5.483960649144137e-06,0.9887324571609497,0.9887269732003006,0.9697117805480957,0.9862149357795715
126,1.6393953046645038e-05,0.9472251534461975,0.9472087594931509,0.9629855155944824,0.9705219268798828
127,0.0001843060745159164,0.974606990814209,0.9744226847396931,0.9254907369613647,0.06239837035536766
128,3.489958544378169e-05,0.9968922734260559,0.9968573738406121,0.9956900477409363,0.9588381052017212
129,0.005400452297180891,0.69492107629776,0.6895206240005791,0.47560030221939087,0.9414327144622803
130,1.0062441106128972e-05,0.9585568308830261,0.95854676844192,0.9610671997070312,0.08171917498111725
131,7.249279587995261e-05,0.9975872039794922,0.9975147111836122,0.9957564473152161,0.9982518553733826
132,5.8709545669444196e-08,0.8711315393447876,0.8711314806352419,0.9472437500953674,0.020913103595376015
133,0.0003174754965584725,0.9989330172538757,0.9986155417573173,0.9980260133743286,0.002626965520903468
134,1.2496726640165434e-06,0.9815127849578857,0.9815115352852217,0.9764140248298645,0.7102058529853821
135,0.0007880365010350943,0.9585951566696167,0.9578071201685816,0.9417830109596252,0.9784231781959534
136,2.988571850437438e-06,0.9922842383384705,0.99228124976662,0.9861546158790588,0.8188830018043518
137,8.589912795287091e-06,0.9783594012260437,0.9783508113132484,0.9711586236953735,0.06075885146856308
138,1.324306595051894e-05,0.5713253021240234,0.5713120590580729,0.5129499435424805,0.5858120918273926
139,0.0002841459936462343,0.8965446352958679,0.8962604893022217,0.7650054693222046,0.9553058743476868
140,8.779707059147768e-06,0.9900715351104736,0.9900627554034145,0.9841101169586182,0.9835784435272217
141,1.6415975551353768e-05,0.16084645688533783,0.16083004090978648,0.17129187285900116,0.01738680526614189
142,1.1635887858574279e-05,0.9712435007095337,0.9712318648216751,0.918242871761322,0.9873982667922974
143,1.2495794180722442e-05,0.993503749370575,0.9934912535763942,0.9955522418022156,0.8050214052200317
144,3.232975723221898e-05,0.9597957134246826,0.9597633836674504,0.9295498132705688,0.984607994556427
145,8.32517343951622e-06,0.9823622107505798,0.9823538855771403,0.987151026725769,0.9945560693740845
146,2.1707381165469997e-05,0.9723411798477173,0.9723194724665518,0.9597156643867493,0.4369678497314453
147,5.727525058318861e-05,0.9245427250862122,0.924485449835629,0.804901659488678,0.004139904864132404
148,1.004651676339563e-05,0.9954258799552917,0.9954158334385284,0.9936262369155884,0.9544044137001038
149,0.00023067482106853276,0.9314974546432495,0.931266779822181,0.7478901147842407,0.8546173572540283
150,0.00020309246610850096,0.9705265164375305,0.970323423971422,0.9599253535270691,0.014547327533364296
151,0.00032162552815862,0.9834887385368347,0.9831671130086761,0.9801270961761475,0.0021357869263738394
152,2.1441579519887455e-05,0.955351710319519,0.9553302687399992,0.9593725800514221,0.022656450048089027
155,4.374392574391095e-06,0.9754270315170288,0.9754226571244544,0.9909590482711792,0.7021644115447998
156,0.0010142397368326783,0.8142896294593811,0.8132753897225484,0.7555277347564697,0.9639859795570374
157,1.5735686247353442e-05,0.9966111779212952,0.9965954422350478,0.9619491100311279,0.6719100475311279
158,0.00014244008343666792,0.9682488441467285,0.9681064040632918,0.9459361433982849,0.8390740752220154
159,1.2363645964796888e-06,0.9281090497970581,0.9281078134324616,0.8520801663398743,0.08168479055166245
160,0.19346365332603455,0.9888333082199097,0.7953696548938751,0.9892016649246216,0.4361765384674072
161,4.802427065442316e-05,0.9403916001319885,0.9403435758613341,0.8968862891197205,0.6618766784667969
162,1.9465711375232786e-05,0.9882127642631531,0.9881932985517778,0.981890082359314,0.801501989364624
163,2.1903204469708726e-05,0.9447847604751587,0.944762857270689,0.9624436497688293,0.41386160254478455
164,0.9750736355781555,0.990192174911499,0.015118539333343506,0.929755449295044,0.5763083100318909
165,6.289256270974874e-05,0.9285473227500916,0.9284844301873818,0.8355544209480286,0.02129753865301609
166,4.062172820340493e-07,0.9766627550125122,0.9766623487952302,0.9563840627670288,0.9436674118041992
167,6.690624445582216e-07,0.891076385974884,0.8910757169124395,0.9149442911148071,0.9584534764289856
168,8.655960641590354e-07,0.819307267665863,0.8193064020697989,0.8626534938812256,0.35294514894485474
170,3.991495304944692e-06,0.994606077671051,0.9946020861757461,0.996947705745697,0.08440526574850082
171,0.026290126144886017,0.9950095415115356,0.9687194153666496,0.9949027299880981,0.5375975966453552
172,2.9243108201626455e-06,0.9913612008094788,0.9913582764986586,0.9858831763267517,0.995677649974823
173,0.0001690470817266032,0.9267981648445129,0.9266291177627863,0.9415159821510315,0.11190447211265564
174,4.43541539425496e-05,0.993030846118927,0.9929864919649845,0.9856030941009521,0.8358232378959656
175,6.858005008325563e-08,0.9988980293273926,0.9988979607473425,0.9987761378288269,0.8648929595947266
176,1.6516361938556656e-05,0.9817154407501221,0.9816989243881835,0.990583062171936,0.9567771553993225
177,2.514505581530102e-07,0.9712715148925781,0.97127126344202,0.965593695640564,0.23705413937568665
178,8.667560905450955e-05,0.990047037601471,0.9899603619924164,0.8790510296821594,0.8388262987136841
181,5.333193257683888e-06,0.9925605654716492,0.9925552322783915,0.9943439960479736,0.07917895168066025
182,4.8348963900934905e-05,0.9303732514381409,0.9303249024742399,0.892522394657135,0.008027497678995132
183,0.004185815341770649,0.9496406316757202,0.9454548163339496,0.8448043465614319,0.9448541402816772
184,6.814137304900214e-05,0.9910417199134827,0.9909735785404337,0.9798611402511597,0.8447030782699585
185,4.3779468796856236e-06,0.8765532970428467,0.876548919095967,0.8210912346839905,0.01576363295316696
186,1.2026109288854059e-05,0.6760733723640442,0.6760613462547553,0.7609599828720093,0.3501589000225067
187,9.188285184791312e-05,0.918745756149292,0.9186538732974441,0.9635676741600037,0.8936730623245239
188,0.006428227294236422,0.9481903910636902,0.9417621637694538,0.971186637878418,0.12504266202449799
190,8.919253559724893e-06,0.05668912082910538,0.05668020157554565,0.018221989274024963,0.002410043263807893
191,2.5799743070820114e-06,0.8800734281539917,0.8800708481796846,0.8758991360664368,0.17783403396606445
193,1.6816495644889073e-06,0.9862940907478333,0.9862924090982688,0.9869354367256165,0.023217646405100822
194,7.864796316425782e-06,0.9505314230918884,0.950523558295572,0.9561735391616821,0.005740747321397066
195,0.0002326477988390252,0.994507372379303,0.994274724580464,0.9829692244529724,0.9832084774971008
196,1.2175471056252718e-05,0.9780731797218323,0.978061004250776,0.9916226267814636,0.8343257308006287
197,4.1143599105453177e-07,0.9973282814025879,0.9973278699665968,0.9878059029579163,0.5681033134460449
198,7.148355507524684e-05,0.9963347911834717,0.9962633076283964,0.981977105140686,0.9880527257919312
199,2.099021230606013e-06,0.9420302510261536,0.942028152004923,0.8789833188056946,0.8674948811531067
200,1.6882574982446386e-06,0.5552037358283997,0.5552020475709014,0.9292358756065369,0.9140315055847168
201,7.178970554377884e-05,0.9981020092964172,0.9980302195908735,0.9958935976028442,0.007598385214805603
202,5.415702162281377e-06,0.951045036315918,0.9510396206137557,0.9426848292350769,0.013599985279142857
203,4.55514200439211e-05,0.9828326106071472,0.9827870591871033,0.9532490968704224,0.2864343822002411
204,7.345812628045678e-05,0.4991917610168457,0.49911830289056525,0.3572835624217987,0.5571513175964355
205,0.005201986525207758,0.9957263469696045,0.9905243604443967,0.9938079714775085,0.994901180267334
207,4.1046033061320486e-07,0.19394119083881378,0.19394078037848317,0.43323829770088196,0.021880891174077988
208,4.055085446452722e-05,0.9402728080749512,0.9402322572204866,0.9617658257484436,0.00360201601870358
209,9.740273526404053e-06,0.9983280301094055,0.9983182898358791,0.9964644908905029,0.994601845741272
210,0.00016838857845868915,0.9576876163482666,0.9575192277698079,0.9667221903800964,0.9542787075042725
211,0.013128078542649746,0.992801308631897,0.9796732300892472,0.977654755115509,0.8164905309677124
212,7.713996456004679e-05,0.04442383721470833,0.04434669725014828,0.007523803971707821,0.8973002433776855
213,7.979232577781659e-06,0.996565043926239,0.9965570646936612,0.982128381729126,0.6383334398269653
214,0.0008334678132086992,0.9902617335319519,0.9894282657187432,0.9789284467697144,0.5789651274681091
216,5.274582690617535e-06,0.999482274055481,0.9994769994727903,0.9984515905380249,0.1507180780172348
217,2.251900468763779e-06,0.9866682291030884,0.9866659772026196,0.9794619679450989,0.1979467123746872
218,0.00023887690622359514,0.07572796195745468,0.07548908505123109,0.2070322483778,0.06653884053230286
219,1.2032484846713487e-05,0.917151689529419,0.9171396570445722,0.8992375731468201,0.7932384610176086
220,3.6929698410403944e-08,0.6303369998931885,0.6303369629634901,0.655712902545929,0.009164229966700077
221,0.00044247397454455495,0.9971904158592224,0.9967479418846779,0.9918659329414368,0.9026714563369751
222,6.91189598001074e-07,0.9910433292388916,0.9910426380492936,0.9928860068321228,0.36862844228744507
223,9.900300938170403e-06,0.9602592587471008,0.9602493584461627,0.935350239276886,0.8227854371070862
224,0.0014584901509806514,0.9845766425132751,0.9831181523622945,0.9816828966140747,0.7112488746643066
225,0.00014248309889808297,0.9960124492645264,0.9958699661656283,0.9979343414306641,0.7689842581748962
226,0.0023826686665415764,0.9063096046447754,0.9039269359782338,0.8869897723197937,0.6610482335090637
227,1.862221870396752e-05,0.9825145602226257,0.9824959380039218,0.9717587232589722,0.9756370186805725
228,4.711627843789756e-05,0.9867526292800903,0.9867055130016524,0.9181291460990906,0.45769816637039185
229,1.3589078662334941e-05,0.6519397497177124,0.6519261606390501,0.7733595371246338,0.04895249009132385
230,4.090840957360342e-05,0.971068799495697,0.9710278910861234,0.9820348024368286,0.01961260661482811
231,6.148678221506998e-05,0.9937829375267029,0.9937214507444878,0.9940412640571594,0.8749947547912598
232,0.01543516293168068,0.995617151260376,0.9801819883286953,0.9946278929710388,0.9657412171363831
233,1.6921165979510988e-06,0.9837521314620972,0.9837504393454992,0.9659088253974915,0.9846100807189941
234,4.582694543842081e-07,0.9976188540458679,0.9976183957764135,0.994694173336029,0.4029982388019562
236,3.3682956654956797e-06,0.9816046953201294,0.9816013270244639,0.9428209662437439,0.9598350524902344
238,1.4663099136669189e-05,0.9525803327560425,0.9525656696569058,0.9577895402908325,0.9488149881362915
239,6.15213934906933e-07,0.22875647246837616,0.22875585725444125,0.16322851181030273,0.36429810523986816
240,2.0125939670379012e-07,0.9299821257591248,0.929981924499728,0.9158883094787598,0.10420491546392441
241,1.110410721594235e-05,0.9992344379425049,0.9992233338352889,0.9988553524017334,0.3274573087692261
242,1.520955720479833e-05,0.9685370922088623,0.9685218826516575,0.9300522208213806,0.4935086667537689
243,1.0247917998640332e-05,0.9953639507293701,0.9953537028113715,0.9945722222328186,0.47198420763015747
245,0.0006010935758240521,0.9893743395805359,0.9887732460047118,0.9917377829551697,0.831653356552124
246,0.0006905314512550831,0.9984486103057861,0.997758078854531,0.9956859350204468,0.01813916489481926
247,0.0003477686841506511,0.9728831648826599,0.9725353961985093,0.9562587738037109,0.11981622874736786
248,4.1802111809374765e-05,0.23614661395549774,0.23610481184368837,0.11773890256881714,0.8188989162445068
249,0.002006500493735075,0.9928880333900452,0.9908815328963101,0.9871123433113098,0.9670478105545044
250,6.390459361682588e-07,0.9756543636322021,0.975653724586266,0.9818644523620605,0.34795472025871277
251,9.078763105208054e-05,0.9873977899551392,0.9873070023240871,0.9322183728218079,0.943287193775177
252,3.467558371994528e-06,0.5129489302635193,0.5129454627051473,0.49013277888298035,0.17398475110530853
253,8.27238691272214e-05,0.9724545478820801,0.9723718240129529,0.95346999168396,0.017514772713184357
254,8.49423940962879e-07,0.9380138516426086,0.9380130022186677,0.9545343518257141,0.8485191464424133
256,0.00041422509821131825,0.9874178171157837,0.9870035920175724,0.9766298532485962,0.847614049911499
259,9.405934542883188e-05,0.9616405963897705,0.9615465370443417,0.9629858136177063,0.04411046579480171
260,1.2921763072881731e-06,0.9912311434745789,0.9912298512982716,0.9869908690452576,0.7650935649871826
261,1.4454883512371453e-06,0.9993630051612854,0.9993615596729342,0.9985274076461792,0.9416159391403198
262,1.0256864868551929e-07,0.01673605851829052,0.016735955949641834,0.18513286113739014,0.037936314940452576
263,0.003452143631875515,0.9880536198616028,0.9846014762297273,0.9864924550056458,0.9315329790115356
265,9.474324178881943e-05,0.987173318862915,0.9870785756211262,0.9877674579620361,0.0009898761054500937
266,4.567354335449636e-05,0.921964168548584,0.9219184950052295,0.8317980766296387,0.9508143663406372
267,3.5306314316585485e-07,0.981702446937561,0.9817020938744179,0.9697098731994629,0.00025042222114279866
268,1.2368699344733614e-06,0.9868860244750977,0.9868847876051632,0.9671397805213928,0.8015872240066528
270,1.8738974176812917e-05,0.981905460357666,0.9818867213834892,0.9846387505531311,0.9819660782814026
271,7.146576535888016e-05,0.9679520130157471,0.9678805472503882,0.9109667539596558,0.9508593082427979
272,8.909384632715955e-06,0.908378541469574,0.9083696320849413,0.8441172242164612,0.017147181555628777
273,0.002831911202520132,0.796392023563385,0.7935601123608649,0.8728863596916199,0.8639644384384155
274,3.2318465059688606e-07,0.6864053010940552,0.6864049779094046,0.12143569439649582,0.0016567852580919862
275,0.00017298918101005256,0.9700008630752563,0.9698278738942463,0.9607656002044678,0.9184001088142395
277,0.004413561429828405,0.9855667352676392,0.9811531738378108,0.9647103548049927,0.9753011465072632
278,1.6407604164214717e-07,0.9082378149032593,0.9082376508272176,0.8461427688598633,0.9433763027191162
279,1.608907405170612e-05,0.9012736678123474,0.9012575787382957,0.8740354180335999,0.12503254413604736
280,3.897735587088391e-05,0.9569070339202881,0.9568680565644172,0.8793007135391235,0.5956549644470215
282,2.0449153907975415e-06,0.9729815125465393,0.9729794676311485,0.9674707651138306,0.23535633087158203
283,5.554083600145532e-06,0.9823915362358093,0.9823859821522092,0.9849792122840881,0.01140562817454338
285,3.3720464642783554e-08,0.9882951974868774,0.9882951637664128,0.9495331645011902,0.9819788336753845
286,0.0006832683575339615,0.8159714937210083,0.8152882253634743,0.5927143692970276,0.18444448709487915
288,0.0007733703823760152,0.993790328502655,0.993016958120279,0.9668485522270203,0.04376586899161339
289,7.512057891290169e-07,0.9254904985427856,0.9254897473369965,0.9041624665260315,0.007100001443177462
290,3.869008196488721e-06,0.9975148439407349,0.9975109749325384,0.9950628876686096,0.8005733489990234
291,3.0939393127482617e-06,0.9790517091751099,0.9790486152357971,0.9424764513969421,0.990562915802002
292,8.321487257489935e-06,0.8801342844963074,0.8801259630090499,0.9406664967536926,0.08299202471971512
293,9.536052675684914e-05,0.986071765422821,0.9859764048960642,0.9783053994178772,0.2832576632499695
294,8.623462053947151e-05,0.9558044075965881,0.9557181729760487,0.7937894463539124,0.9544450640678406
295,2.138209129043389e-05,0.9826577305793762,0.9826363484880858,0.9869787693023682,0.9109506011009216
296,2.4721721274545416e-06,0.7459567785263062,0.7459543063541787,0.6689290404319763,0.12743788957595825
299,3.6274443118600175e-05,0.9145221710205078,0.9144858965773892,0.8855500817298889,0.07712668925523758
300,5.863418550688948e-07,0.9821799993515015,0.9821794130096464,0.9476417303085327,0.005573010537773371
301,1.6681648048688658e-05,0.8248202800750732,0.8248035984270246,0.803632915019989,0.012554529123008251
302,0.00026668031932786107,0.996606707572937,0.9963400272536092,0.9948326349258423,0.9967478513717651
303,0.027981426566839218,0.8850118517875671,0.8570304252207279,0.0742746964097023,0.9141599535942078
304,7.64333253755467e-06,0.5682576298713684,0.5682499865388309,0.8598664999008179,0.04772525653243065
305,6.0182861489010975e-05,0.9994223117828369,0.9993621289213479,0.9974908828735352,0.6560323238372803
306,0.0003507423971313983,0.9890015125274658,0.9886507701303344,0.9906082153320312,0.20116470754146576
307,0.00025078270118683577,0.3910140097141266,0.39076322701293975,0.48691853880882263,0.09070853143930435
308,8.14898667158559e-05,0.9641875624656677,0.9641060725989519,0.9755880832672119,0.8285437822341919
309,0.00018140407337341458,0.950325608253479,0.9501442041801056,0.9620344042778015,0.9651743173599243
310,1.924983735079877e-05,0.9755421876907349,0.9755229378533841,0.9489713907241821,0.003899094182997942
311,2.959352423204109e-05,0.4451374113559723,0.44510781783174025,0.6436262130737305,0.031156590208411217
312,0.010619734413921833,0.7924389243125916,0.7818191898986697,0.7739918231964111,0.9530501365661621
314,2.0248891814844683e-05,0.9902437329292297,0.9902234840374149,0.9847682118415833,0.9837586283683777
316,8.32767383940336e-08,0.9830290675163269,0.9830289842395885,0.863344132900238,0.8091671466827393
317,5.322191327650216e-07,0.9936851859092712,0.9936846536901385,0.9927167296409607,0.9794551134109497
318,2.725937292780145e-06,0.9943841695785522,0.9943814436412595,0.9977923631668091,0.0010230022016912699
319,1.1409088074287865e-05,0.9205455780029297,0.9205341689148554,0.936235249042511,0.9552091956138611
320,7.953867680043913e-06,0.9983329176902771,0.9983249638225971,0.9967143535614014,0.9876941442489624
321,0.00011680289753712714,0.5909081697463989,0.5907913668488618,0.7634666562080383,0.09256494790315628
322,1.1201090273971204e-05,0.8543009161949158,0.8542897151046418,0.7404722571372986,0.10533571243286133
323,0.00020292922272346914,0.993897020816803,0.9936940915940795,0.9853502511978149,0.9593352675437927
