,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,train_cross_acc_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,cross_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra,test_cross_acc
13,39,1.0395765178038945,0.88366,0.902151437573848,0.9080631399317406,0.18323378839590443,0.699018771331058,0.3929555306706247,0.18677384794597895,1.1698536774780177,4.009508875054373,0.87,0.94,0.05533333333333333,0.6024
14,40,1.0244300025503348,0.88776,0.9052530523828279,0.9059300341296929,0.19005972696245735,0.7180034129692833,0.40665834029264086,0.7811558213032467,0.7601611169078683,1.8940755095280393,0.867,0.6913333333333334,0.2813333333333333,0.7239
15,41,1.0169214420306407,0.891,0.9089208349743993,0.9089163822525598,0.18771331058020477,0.7177901023890785,0.39697549048858355,0.23916748354972248,1.0165115745761726,3.5012795186378587,0.8727,0.9243333333333333,0.06955555555555555,0.6533
16,42,0.9988265299736081,0.89766,0.9136963371406065,0.9127559726962458,0.17939419795221842,0.7436006825938567,0.41543838777874087,0.3071881486496455,0.8755232333382473,3.07134838507209,0.8644,0.8894444444444445,0.10277777777777777,0.6856
17,43,0.986385680220621,0.90182,0.9169948798739661,0.9223549488054608,0.17214163822525597,0.7497866894197952,0.3899070794069314,0.45790576515063436,0.7359331008754199,2.7487436381863875,0.8762,0.8375555555555556,0.14444444444444443,0.7385
18,44,0.9807243206921745,0.9039,0.9202934226073257,0.9148890784982935,0.1787542662116041,0.7508532423208191,0.4223643028283421,0.9233164938402848,0.6480737237990657,2.090116687223945,0.8652,0.6648888888888889,0.2917777777777778,0.7751
19,45,0.9632005302802377,0.9104,0.9276289877904687,0.9212883959044369,0.177901023890785,0.7502133105802048,0.41543105074876474,0.14683002422393207,1.041054663024371,4.3754158960261815,0.8696,0.9534444444444444,0.043222222222222224,0.657
20,46,0.9540125613322343,0.9128,0.9284413154785348,0.9266211604095563,0.16232935153583616,0.763438566552901,0.38122302218328546,0.4240683518664938,0.6953835366647455,2.722643496285022,0.8863,0.8433333333333334,0.1448888888888889,0.7569
21,47,0.9525209834508579,0.91404,0.9294505710909807,0.9315273037542662,0.16424914675767918,0.7630119453924915,0.39446077203448815,0.5208537960556191,0.71757804555229,2.717770428724692,0.881,0.8072222222222222,0.16733333333333333,0.7548
22,48,0.9365635095045085,0.9194,0.9335860575029539,0.9311006825938567,0.16275597269624573,0.7847696245733788,0.3643687055269374,0.18369569178198425,0.8421100378036499,3.708370631849262,0.888,0.9431111111111111,0.051555555555555556,0.7062
23,49,0.9330297333505148,0.92148,0.9365153603781016,0.929820819112628,0.1659556313993174,0.7828498293515358,0.39849946789349183,0.33032177892369285,0.7069954332671587,2.926538779701985,0.8806,0.8826666666666667,0.11088888888888888,0.7485
24,50,0.9208232031758788,0.92562,0.9406754627806223,0.933660409556314,0.16446245733788395,0.7871160409556314,0.4186066549412812,0.2257899482485274,0.7903958943825734,3.5165769180781403,0.8758,0.9277777777777778,0.06711111111111111,0.7338
25,51,0.9127158193332156,0.9281,0.9431862938164631,0.9351535836177475,0.1631825938566553,0.7903156996587031,0.35433256531818,0.41383299903130866,0.6598704766623581,2.8027374945895773,0.8935,0.8511111111111112,0.13766666666666666,0.7689
26,52,0.9106472239774817,0.92832,0.942693974005514,0.9385665529010239,0.15806313993174062,0.7935153583617748,0.3432028749132458,0.18117219251646122,0.7942393859730491,3.8237752343567326,0.8956,0.9404444444444444,0.056666666666666664,0.7319
27,53,0.9009599658229467,0.92954,0.9440232374950768,0.9402730375426621,0.1601962457337884,0.79330204778157,0.3381610024201719,0.21145700789253477,0.6984212258948556,3.2764032357175585,0.8938,0.9324444444444444,0.063,0.7532
28,54,0.8967841348379774,0.93282,0.9479864119732178,0.9396331058020477,0.1514505119453925,0.7945819112627986,0.33574762978131256,0.27958697962089324,0.6717812260494956,3.197800193034427,0.8955,0.903,0.08955555555555555,0.7593
29,55,0.8872219101547281,0.93478,0.9498572272548247,0.9396331058020477,0.1523037542662116,0.7992747440273038,0.4684875984735127,0.551456544600742,0.7521274501009833,2.7795439673141695,0.87,0.7977777777777778,0.17022222222222222,0.7629
30,56,0.8854174709990811,0.9357,0.949660299330445,0.9419795221843004,0.16574232081911264,0.8084470989761092,0.3283983851912655,0.12294785646905362,0.7855271983750259,3.9775391800302855,0.8994,0.9665555555555555,0.032,0.7315
31,57,0.8778708557338666,0.93914,0.9525649862150453,0.9507252559726962,0.14867747440273038,0.8112201365187713,0.35142419888060306,0.20283025356245712,0.7191750116740601,3.361102282161444,0.8966,0.934,0.06277777777777778,0.7549
32,58,0.8767742875896757,0.94006,0.9529834580543521,0.9430460750853242,0.15763651877133106,0.8250853242320819,0.3789401106253455,0.17289118342836138,0.7671145268633396,3.807811844516808,0.8865,0.9454444444444444,0.050888888888888886,0.7399
33,59,0.8699406293956825,0.94116,0.9553958251280031,0.9453924914675768,0.1503839590443686,0.8135665529010239,0.33167016138381594,0.23799960609053222,0.7697264933133428,3.737200350828574,0.903,0.9234444444444444,0.07033333333333333,0.7434
34,60,0.8723243342336181,0.94192,0.956134304844427,0.9453924914675768,0.1533703071672355,0.8152730375426621,0.3594070661671554,0.19334897787218364,0.6662226123145863,3.747788694542898,0.8936,0.9342222222222222,0.06055555555555556,0.7741
35,61,0.8558503082951011,0.947,0.960097479322568,0.9522184300341296,0.14889078498293515,0.8282849829351536,0.3297554992045028,0.4264217728460339,0.5339662889136544,2.8982309522763106,0.9068,0.8487777777777777,0.14144444444444446,0.8218
36,62,0.8546094841054638,0.94662,0.9607374950768018,0.9496587030716723,0.14803754266211605,0.8212457337883959,0.33649725504691086,0.2950243141869424,0.5562223539322237,2.89178372101045,0.906,0.8926666666666667,0.10011111111111111,0.8096
37,63,0.8533908538806164,0.94772,0.961229814887751,0.9526450511945392,0.14505119453924914,0.8257252559726962,0.3852659445020217,0.2859305057307364,0.6496493914459325,3.1371376984555956,0.889,0.9007777777777778,0.09022222222222222,0.7833
38,64,0.8530179746925374,0.94892,0.9623621504529343,0.9485921501706485,0.14825085324232082,0.8327645051194539,0.40095477560652965,0.25166732408631015,0.7557067686243902,3.4272200322486985,0.8911,0.9124444444444444,0.08244444444444445,0.7619
39,65,0.8482324985591957,0.94972,0.9638391098857818,0.9526450511945392,0.13993174061433447,0.8244453924914675,0.4003738530828983,0.12222696830269317,0.8051744201515294,4.041534809999063,0.8926,0.9637777777777777,0.033,0.7339
40,66,0.8396968747038975,0.95156,0.964651437573848,0.9556313993174061,0.14718430034129693,0.8340443686006825,0.3173770870589003,0.07540348612926376,0.8896369119233722,4.963147196971195,0.9064,0.9791111111111112,0.018444444444444444,0.7135
41,67,0.8413010731987332,0.95218,0.9656853091768413,0.9545648464163823,0.14099829351535836,0.8327645051194539,0.3454960957169533,0.17817982275721053,0.7389923171906532,3.9867623826147804,0.9033,0.9426666666666667,0.052444444444444446,0.7593
42,68,0.839931105103944,0.95204,0.9643560456872785,0.9507252559726962,0.15166382252559726,0.8466296928327645,0.3422746026440512,0.16876803537909413,0.6538952898375595,3.5910627036027507,0.9039,0.948,0.04788888888888889,0.7772
43,69,0.8367385249918379,0.95332,0.9654145332808192,0.9573378839590444,0.1427047781569966,0.8444965870307167,0.36781096571608435,0.1951832567722025,0.6980411255661445,3.4986728916705494,0.8984,0.9372222222222222,0.05988888888888889,0.767
44,70,0.8380026750247497,0.953,0.9648483654982276,0.955844709897611,0.14377133105802048,0.8474829351535836,0.3348718698643431,0.2160430481316338,0.6863888170145735,3.4463846482021707,0.9063,0.9261111111111111,0.06855555555555555,0.7699
45,71,0.833856293612429,0.9544,0.9669161087042143,0.9581911262798635,0.14846416382252559,0.8421501706484642,0.3545214056591444,0.2942858963785037,0.6081269168401067,3.043243821238128,0.9053,0.8956666666666667,0.096,0.7967
46,72,0.8360603273372211,0.95396,0.9659807010634108,0.9569112627986348,0.14398464163822525,0.8468430034129693,0.32653183848420275,0.305934479328948,0.5974879974051367,3.2589335206528784,0.9084,0.8885555555555555,0.10522222222222222,0.7947
47,73,0.8214918507639405,0.95716,0.9700423395037416,0.9549914675767918,0.1405716723549488,0.8476962457337884,0.3590667772142193,0.11741762681746147,0.7107258993613569,4.336143265307789,0.9022,0.9632222222222222,0.03344444444444444,0.7712
48,74,0.8225368230848971,0.95744,0.9695254037022449,0.9586177474402731,0.14035836177474403,0.8515358361774744,0.33981075694289387,0.09031646976798353,0.7346141413797306,4.4675438907784475,0.9075,0.9737777777777777,0.025111111111111112,0.7617
49,75,0.8190634284178009,0.9587,0.971346987002757,0.9598976109215017,0.14227815699658702,0.8479095563139932,0.3474190014449856,0.24919841889764222,0.6110397969620137,3.6059801343461158,0.9073,0.9133333333333333,0.08066666666666666,0.8045
50,76,0.8257440093838041,0.95612,0.9685899960614415,0.9526450511945392,0.14953071672354948,0.8515358361774744,0.3104676506187342,0.3113337373229819,0.5978192498412314,3.1331487205666555,0.9159,0.8924444444444445,0.1,0.8028
51,77,0.8174787738439068,0.95908,0.9706823552579755,0.9569112627986348,0.13907849829351535,0.8607081911262798,0.35706482011872004,0.13550523227789033,0.7235119557833369,4.052344694943495,0.9079,0.9576666666666667,0.03988888888888889,0.774
52,78,0.823881975372734,0.95726,0.9708054352107128,0.9556313993174061,0.13545221843003413,0.8415102389078498,0.3486587182630467,0.22493334849115829,0.6310380844375755,3.6858898787431316,0.9049,0.9254444444444444,0.06766666666666667,0.7971
53,79,0.8137430725500102,0.96084,0.9729470263883419,0.9584044368600683,0.1405716723549488,0.8583617747440273,0.33136219936835615,0.13797411941726442,0.6708511955375913,4.199339154740454,0.9144,0.9554444444444444,0.04111111111111111,0.7847
54,80,0.815207115219682,0.96058,0.9726516345017724,0.95669795221843,0.13907849829351535,0.8598549488054608,0.3261342307057562,0.09022538379674226,0.7533690431449986,4.2645865594837025,0.9112,0.9766666666666667,0.022111111111111113,0.7591
55,81,0.8122214292321364,0.9631,0.974399369830642,0.9609641638225256,0.13715870307167236,0.867320819112628,0.3783681826500953,0.11038533341087087,0.8015856512739689,4.388182438595194,0.9008,0.9681111111111111,0.028666666666666667,0.7451
56,82,0.8135847559060587,0.96152,0.9724054745962978,0.9641638225255973,0.13161262798634812,0.8645477815699659,0.35926450600352466,0.11402007916443785,0.6854523250573799,4.323117897544108,0.9015,0.9668888888888889,0.03133333333333333,0.776
57,83,0.8121210159852986,0.96098,0.9736116581331232,0.9564846416382252,0.14291808873720135,0.8560153583617748,0.32539611517251293,0.1780254178693597,0.6487173641784282,3.772153803999995,0.9072,0.9426666666666667,0.05333333333333334,0.7842
58,84,0.80695007813861,0.96204,0.9740547459629776,0.9592576791808873,0.1454778156996587,0.8607081911262798,0.3848168851831291,0.15436494077595186,0.7113900697683986,4.067217057859394,0.9008,0.9493333333333334,0.04877777777777778,0.771
59,85,0.8081594697959588,0.9629,0.9750640015754234,0.95669795221843,0.13801194539249148,0.8636945392491467,0.3225780519880826,0.06960108293823793,0.715936206186874,4.553552795463885,0.9125,0.9817777777777777,0.017222222222222222,0.7665
60,86,0.8065856672308939,0.96348,0.9757286333202048,0.9618174061433447,0.14590443686006827,0.8590017064846417,0.3454154932612105,0.22616562709002427,0.6065375691727747,3.143996409966912,0.9092,0.9227777777777778,0.07377777777777778,0.8003
61,87,0.8134683670900057,0.96012,0.9717654588420638,0.962457337883959,0.14185153583617746,0.8568686006825939,0.3413973547801187,0.15680529313607955,0.6771431010735186,3.7483497673357036,0.9078,0.9516666666666667,0.04511111111111111,0.7848
62,88,0.8036302401281684,0.96438,0.97713174478141,0.9592576791808873,0.14377133105802048,0.8590017064846417,0.36111623161955725,0.2954102120768856,0.5697965142847616,3.0620412960858414,0.9051,0.8961111111111111,0.09755555555555556,0.809
63,89,0.8018407522869841,0.96504,0.976860968885388,0.9598976109215017,0.13630546075085323,0.8677474402730375,0.37836192718035055,0.1759002075438768,0.6321585359452646,3.495464321593164,0.905,0.9437777777777778,0.05344444444444445,0.7957
64,90,0.809000701703074,0.96404,0.9747439936983064,0.9633105802047781,0.12627986348122866,0.8720136518771331,0.32622419080779524,0.15194668778231446,0.613696277141571,3.6771790981292725,0.9131,0.957,0.04,0.7982
65,91,0.8049776197394447,0.96362,0.9755317053958251,0.9613907849829352,0.13993174061433447,0.8626279863481229,0.3272530447833146,0.09051973191680203,0.7952023133446898,5.389749876210387,0.9079,0.9702222222222222,0.028444444444444446,0.7592
66,92,0.8030569419226683,0.96504,0.9771563607719574,0.9618174061433447,0.13438566552901024,0.8632679180887372,0.35377509844831273,0.13343794486472305,0.7966818243642396,4.463348758052772,0.9061,0.9536666666666667,0.043666666666666666,0.7503
67,93,0.8065056694133202,0.9641,0.9765409610082709,0.9579778156996587,0.14910409556313994,0.8624146757679181,0.3185675447877449,0.24131032488715481,0.5450705723671974,3.2382506518296794,0.9122,0.914,0.08288888888888889,0.8193
68,94,0.7978112760102353,0.96692,0.9779933044505711,0.9667235494880546,0.1309726962457338,0.871160409556314,0.34156785839343373,0.2787171564471554,0.5286336850516403,3.195474426511308,0.9112,0.9071111111111111,0.08688888888888889,0.8296
69,95,0.808255343181093,0.965,0.976270185112249,0.9633105802047781,0.1407849829351536,0.8690273037542662,0.36181851787657676,0.19451043156670852,0.6523382490194296,3.6845150497597707,0.9003,0.9363333333333334,0.05988888888888889,0.7999
70,96,0.8004167142426571,0.96456,0.9757778653012997,0.9628839590443686,0.134598976109215,0.8690273037542662,0.35487511037271235,0.25145909987704856,0.6033571498303474,3.386773515755022,0.9059,0.9133333333333333,0.08311111111111111,0.8098
71,97,0.8035436609516973,0.96448,0.9766394249704609,0.9573378839590444,0.13630546075085323,0.8662542662116041,0.3228003085602688,0.0757314635729286,0.6552903563538685,4.46219046015135,0.9149,0.982,0.017666666666666667,0.782
72,98,0.8067031290829944,0.96456,0.9761471051595116,0.962457337883959,0.1367320819112628,0.8662542662116041,0.35214519217798984,0.17190501125345767,0.5980909312073188,3.6949283237188633,0.9003,0.946,0.051555555555555556,0.7996
73,99,0.7961329622646732,0.96758,0.9791502560063017,0.96160409556314,0.13438566552901024,0.8732935153583617,0.35089835581145706,0.1153986265122051,0.6494311456438862,4.0306494336732674,0.9048,0.9658888888888889,0.03333333333333333,0.7868
