,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
29,29,390,0.10009971814564406,0.9642227564102565,0.9604753638670049,0.9979943842759728,0.10248696349779382,0.33534989213641686,0.001621199806125866,0.9055,0.9995555555555555,0.00044444444444444447
30,30,390,0.0904986032213156,0.9681891025641025,0.9647197613853893,0.999399279134962,0.1013215859030837,0.37152211330359497,0.0029152638143214787,0.9012,0.9987777777777778,0.0012222222222222222
31,31,390,0.08437027308898859,0.9691506410256411,0.9659470287113288,0.9979959919839679,0.10220440881763528,0.40331923452359214,0.002249670452286422,0.8973,0.9993333333333333,0.0006666666666666666
32,32,390,0.08798794741622913,0.9693309294871795,0.9662571225071225,0.9969951923076923,0.10276442307692307,0.3565884000515636,0.0005006133395175083,0.901,0.9998888888888889,0.00011111111111111112
33,33,390,0.07944629706967718,0.9721153846153846,0.9690838675213675,0.9993990384615384,0.10136217948717949,0.45768774781800525,0.0012900797029421179,0.882,0.9994444444444445,0.0005555555555555556
34,34,390,0.07056634687364866,0.9753205128205128,0.9726445122086941,0.9993991588223513,0.10094131784498298,0.4014555900534497,0.001090760394605105,0.8979,0.9995555555555555,0.00044444444444444447
35,35,390,0.06957928728168973,0.97578125,0.9731383807361909,0.9995988768551946,0.100882470918572,0.410616749921177,0.003216238575483877,0.8967,0.9991111111111111,0.0008888888888888889
36,36,390,0.06401121269147365,0.9770833333333333,0.9746683287329713,0.9987990392313851,0.10168134507606084,0.37148660468527034,0.006216271439392436,0.9091,0.9983333333333333,0.0016666666666666668
37,37,390,0.05756658336911828,0.9796073717948718,0.9774077948672291,0.9993991588223513,0.10114159823753255,0.39902455991582025,0.0006152016025713999,0.9027,0.9998888888888889,0.00011111111111111112
38,38,390,0.06051145348077019,0.9793870192307692,0.97720594782299,0.9989991993594876,0.10168134507606084,0.36292343671563304,0.0004898446826682277,0.9077,0.9996666666666667,0.0003333333333333333
39,39,390,0.052794740689345275,0.9816907051282051,0.9797480749543775,0.9991977537103891,0.10128359406337746,0.37565257155065296,0.0027586134924123336,0.9109,0.9993333333333333,0.0005555555555555556
40,40,390,0.04987091187936946,0.9831129807692308,0.9813491798535532,0.9989977951493285,0.10102224894768491,0.4162400904335553,0.0021871164149329133,0.8997,0.9995555555555555,0.00044444444444444447
41,41,390,0.04680579830175982,0.9841346153846153,0.9825268218848774,0.9985983179815779,0.10152182619142971,0.37287405453905276,0.0009904348770877743,0.909,0.9996666666666667,0.0003333333333333333
42,42,390,0.042561240614845584,0.9849158653846154,0.9833285106951276,0.9991988784298017,0.10134187863008212,0.378225404014693,0.0027563171778112526,0.9107,0.999,0.001
43,43,390,0.042549804642271156,0.9861378205128205,0.9846866096866097,0.999198717948718,0.10116185897435898,0.3637994573086123,0.0028720232296417874,0.9141,0.9993333333333333,0.0006666666666666666
44,44,390,0.038893812068570885,0.986698717948718,0.9853091750879224,0.999199038846616,0.10152182619142971,0.37764319381381894,0.002343167578156512,0.9118,0.9993333333333333,0.0006666666666666666
45,45,390,0.03875117692618798,0.9867387820512821,0.9853091750879224,0.9995995194233079,0.10092110532639167,0.38746001335638985,0.0013188844633973704,0.9127,0.9995555555555555,0.00044444444444444447
46,46,390,0.035164944511742735,0.9875,0.9861104928103993,1.0,0.10052062474969964,0.357340288454596,0.002604330111387619,0.9172,0.9988888888888889,0.0011111111111111111
47,47,390,0.033041592061113664,0.98828125,0.9870693492388498,0.9991980753809142,0.10104250200481155,0.35044563788024685,0.0010074198482514847,0.9202,0.9997777777777778,0.00022222222222222223
48,48,390,0.02855837733920616,0.9903044871794872,0.9892719624296111,0.999599278701663,0.10118212783009417,0.3554701862644546,0.0002848426807424901,0.9184,0.9998888888888889,0.00011111111111111112
49,49,390,0.02556312924507671,0.9915264423076923,0.9906304942915006,0.9995989572889513,0.10026067776218167,0.35452723408801645,0.0012997935564914966,0.9192,0.9994444444444445,0.0005555555555555556
50,50,390,0.023343948130973447,0.9922475961538462,0.9913867930827268,1.0,0.10062136700741632,0.35639384992514983,0.0004952558594557261,0.9215,0.9998888888888889,0.00011111111111111112
51,51,390,0.020879650889083935,0.9930889423076923,0.992365392748236,0.9995994392149009,0.10054075705988384,0.3714796063266223,9.817364058471546e-05,0.9192,0.9998888888888889,0.00011111111111111112
52,52,390,0.019422525085526735,0.9938902243589743,0.9932115114959158,1.0,0.10058104588258866,0.3664347150280506,0.0004135224584389827,0.9222,0.9997777777777778,0.00022222222222222223
53,53,390,0.017402623089639326,0.9944310897435897,0.9938343053020523,0.999799759711654,0.10092110532639167,0.36873412231289887,0.0003125854882821313,0.9215,0.9998888888888889,0.00011111111111111112
54,54,390,0.014288792759030819,0.9955729166666667,0.9950810185185185,1.0,0.10076121794871795,0.36396847877509986,0.000794177758841829,0.9206,0.9997777777777778,0.00022222222222222223
55,55,390,0.010495069190316524,0.9970352564102564,0.9967283167523536,0.9997995590298657,0.10082180797755061,0.33760975216385686,0.001335641239420105,0.9242,0.9995555555555555,0.00044444444444444447
56,56,390,0.010430218098470225,0.9968149038461539,0.9964834186512352,0.9997995991983968,0.10040080160320641,0.33290111999722977,6.66232794075249e-05,0.9279,1.0,0.0
57,57,390,0.009178452347614205,0.9976362179487179,0.9973736339557969,1.0,0.10078140653175716,0.3423278203493432,0.0022568750760713764,0.9289,0.9996666666666667,0.00022222222222222223
58,58,390,0.008356751480515902,0.9976963141025641,0.9974627762569273,0.9997995590298657,0.10082180797755061,0.32954811413265483,0.0003011852482243827,0.93,0.9998888888888889,0.00011111111111111112
59,59,390,0.007191180745333744,0.998036858974359,0.9978186350888127,1.0,0.10032038446135362,0.3377679885376858,0.0005199844670597429,0.9281,0.9996666666666667,0.0003333333333333333
60,60,390,0.00541772098856596,0.9987780448717949,0.9986868169778985,0.999599278701663,0.10118212783009417,0.33857393924948537,0.0005905096277234668,0.9271,0.9996666666666667,0.0003333333333333333
61,61,390,0.006631344438154394,0.9979767628205128,0.9977519586894587,1.0,0.10036057692307693,0.346264566613149,0.0005198650397995209,0.9244,0.9998888888888889,0.00011111111111111112
62,62,390,0.004879171275593436,0.998818108974359,0.9986867877492878,1.0,0.10076121794871795,0.3250143257311628,0.0004693920144904202,0.9299,0.9997777777777778,0.00022222222222222223
63,63,390,0.006131705908307758,0.9979567307692307,0.9977519586894587,0.9997996794871795,0.10096153846153846,0.33916148062371,0.00030908922034048557,0.9301,0.9997777777777778,0.00022222222222222223
64,64,390,0.004097470872548934,0.9990785256410256,0.9989760940212794,1.0,0.10072086503804566,0.3317243745432624,0.00039773553259626914,0.9317,0.9998888888888889,0.00011111111111111112
65,65,390,0.0035882770446523165,0.9993389423076923,0.9992654914529915,1.0,0.10076121794871795,0.3216500171943556,0.0009196017248552963,0.9316,0.9997777777777778,0.00022222222222222223
66,66,390,0.002551083425425578,0.9995793269230769,0.9995325646618884,1.0,0.10072086503804566,0.31895765732926656,0.0006526055822199899,0.9336,0.9997777777777778,0.00022222222222222223
67,67,390,0.0024984101443969384,0.9995993589743589,0.9995548135781859,1.0,0.1005005005005005,0.31420192200266106,0.00042626295172016086,0.9331,0.9997777777777778,0.00022222222222222223
68,68,390,0.002257893066024945,0.9996394230769231,0.999599323301576,1.0,0.10068054443554844,0.32325288096937954,0.0009738457960093928,0.9339,0.9996666666666667,0.0003333333333333333
69,69,390,0.00252310038228573,0.9993790064102565,0.9993100531926732,1.0,0.10062136700741632,0.3164487232135821,0.0012859661283444962,0.9332,0.9996666666666667,0.0003333333333333333
70,70,390,0.002083187302886449,0.9997395833333333,0.9997106417076591,1.0,0.1007410374524334,0.30612766834659666,0.001123523091880871,0.9347,0.9996666666666667,0.0003333333333333333
71,71,390,0.001660192638444595,0.9998597756410257,0.9998441916887395,1.0,0.1007410374524334,0.30870135232240337,0.0014261984164594215,0.9341,0.9996666666666667,0.0003333333333333333
72,72,390,0.0019415581841036702,0.999619391025641,0.9995770634849969,1.0,0.10068054443554844,0.3070506143701982,0.0013543123677181603,0.9347,0.9995555555555555,0.00044444444444444447
73,73,390,0.0019779950510546303,0.9997796474358974,0.9997551365670146,1.0,0.10066039623774264,0.3061230424084241,0.001143652822802996,0.9346,0.9996666666666667,0.0003333333333333333
74,74,390,0.001733422008505724,0.9997395833333333,0.9997106095009127,1.0,0.10064025610244097,0.30641608124103725,0.0013572626566212315,0.9337,0.9996666666666667,0.0003333333333333333
75,75,390,0.0017251393463737213,0.9997796474358974,0.9997551638176638,1.0,0.10056089743589744,0.309649382989052,0.0007492794676534459,0.9353,0.9996666666666667,0.0003333333333333333
76,76,390,0.0015937861972279512,0.9997395833333333,0.9997106481481481,1.0,0.10076121794871795,0.30465785032020337,0.0006924968374018046,0.9342,0.9996666666666667,0.0003333333333333333
77,77,390,0.0015705787258271952,0.9998998397435898,0.9998887083490996,1.0,0.1007410374524334,0.30306121216544624,0.0007665624622617434,0.9345,0.9996666666666667,0.0003333333333333333
78,78,390,0.0013909319840305938,0.9998597756410257,0.9998441743466453,1.0,0.10064025610244097,0.3026776539185379,0.0008960805424391298,0.9346,0.9996666666666667,0.0003333333333333333
79,79,390,0.0013824498674530799,0.9998798076923077,0.999866470823875,1.0,0.10048134777376655,0.300973027708787,0.0008400938159795847,0.9345,0.9996666666666667,0.0003333333333333333
80,80,390,0.0011460107091130713,0.9999599358974359,0.9999554823487513,1.0,0.10072086503804566,0.29925484662946267,0.0008218581691007842,0.935,0.9996666666666667,0.0003333333333333333
81,81,390,0.0010200042872337434,0.9999599358974359,0.9999554853212846,1.0,0.10078140653175716,0.2997922979389565,0.00075695661924443,0.9356,0.9996666666666667,0.0003333333333333333
82,82,390,0.0012366428106944135,0.9998597756410257,0.9998441951566952,1.0,0.10076121794871795,0.29872481546164315,0.000989556386900318,0.935,0.9996666666666667,0.0003333333333333333
83,83,390,0.0011155039098528692,0.9998998397435898,0.9998887182568827,1.0,0.10042092603728202,0.29884300838354266,0.0008867653598496366,0.9363,0.9996666666666667,0.0003333333333333333
84,84,390,0.0011053810684899918,0.9999399038461538,0.9999332250094598,1.0,0.1007410374524334,0.29787673112712326,0.0010026784715470637,0.9355,0.9996666666666667,0.0003333333333333333
85,85,390,0.0011761899266089014,0.9999399038461538,0.999933223523127,1.0,0.10072086503804566,0.2993160677437164,0.0006441448428787408,0.9349,0.9996666666666667,0.0003333333333333333
86,86,390,0.001305378232418428,0.9998597756410257,0.9998441882206295,1.0,0.10052062474969964,0.30054544549010975,0.0009010600591048381,0.9352,0.9996666666666667,0.0003333333333333333
87,87,390,0.001098427513632207,0.9998798076923077,0.9998887033945465,0.9997997997997998,0.1007007007007007,0.29792042769774607,0.0004710134569402593,0.9337,0.9997777777777778,0.00022222222222222223
88,88,390,0.0010654495636863897,0.9998998397435898,0.9998887182568827,1.0,0.10082180797755061,0.2982363995824811,0.0008732951552372855,0.9343,0.9996666666666667,0.0003333333333333333
89,89,390,0.0010721557105754097,0.9999599358974359,0.9999554863120409,1.0,0.10080160320641282,0.2952410113302213,0.0007917807816779017,0.9352,0.9996666666666667,0.0003333333333333333
90,90,390,0.001113158581556024,0.9999399038461538,0.9999554882934212,0.9997995188452286,0.1008420208500401,0.2953987938080785,0.0006509637995414891,0.9351,0.9996666666666667,0.0003333333333333333
91,91,390,0.0010525464363103636,0.9999399038461538,0.9999332190637312,1.0,0.10066039623774264,0.2955390831714944,0.0007099052571617908,0.9351,0.9996666666666667,0.0003333333333333333
92,92,390,0.0010415063149337538,0.9999399038461538,0.9999332324401318,1.0,0.1008420208500401,0.2969840430902152,0.0006532581874509046,0.9347,0.9996666666666667,0.0003333333333333333
93,93,390,0.0010587182238127868,0.9999399038461538,0.9999332279819271,1.0,0.10058104588258866,0.29574424528245685,0.0007276844765870374,0.9353,0.9996666666666667,0.0003333333333333333
94,94,390,0.0010377539327750221,0.9999599358974359,0.9999554833396399,1.0,0.10054075705988384,0.2966568331128057,0.0007826648501139904,0.9352,0.9996666666666667,0.0003333333333333333
95,95,390,0.0012171580414407147,0.9999198717948717,0.9999109666792797,1.0,0.10054075705988384,0.2956292828238463,0.0006870803949424257,0.9349,0.9996666666666667,0.0003333333333333333
96,96,390,0.0010763695488537615,0.9999399038461538,0.9999332279819271,1.0,0.10078140653175716,0.29370406189862686,0.0006970979236390137,0.9356,0.9996666666666667,0.0003333333333333333
97,97,390,0.0010391295785666444,0.9999599358974359,0.9999554833396399,1.0,0.1007410374524334,0.29632761482668074,0.0008468196077854458,0.9345,0.9996666666666667,0.0003333333333333333
98,98,390,0.0010330170964246066,0.9999599358974359,0.9999554823487513,1.0,0.10052062474969964,0.2961096495531405,0.0007654147952056434,0.935,0.9996666666666667,0.0003333333333333333
99,99,390,0.0010113399074329302,0.9999599358974359,0.9999554873027531,1.0,0.10082180797755061,0.29484129204308684,0.0008779943573714322,0.9348,0.9996666666666667,0.0003333333333333333
