,epoch,train_epoch_loss_avg_over_batch,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
49,50,0.03453924055711445,0.6782475132730943,0.023072801543478395,0.8325,0.992,0.008
50,51,0.02851342664235998,0.6600478457499154,0.06735958757115082,0.8468,0.9781111111111112,0.021444444444444443
51,52,0.02525853712881065,0.7593933690952349,0.030293717035945033,0.8279,0.991,0.008888888888888889
52,53,0.025070276449594045,0.7803826773468452,0.03253965410338321,0.8253,0.9902222222222222,0.009777777777777778
53,54,0.019566127130061464,0.7145120316668402,0.02142705917227226,0.8456,0.9937777777777778,0.006222222222222222
54,55,0.01830605196129695,0.5980177544340303,0.06926825584869989,0.856,0.9767777777777777,0.02288888888888889
55,56,0.015228897500473558,0.5651118442227568,0.037830464240216036,0.865,0.9874444444444445,0.012555555555555556
56,57,0.015012740302542725,0.7607765752303449,0.005646539802833552,0.8339,0.9994444444444445,0.0005555555555555556
57,58,0.011970266319431431,0.7721066025993492,0.015590068110277955,0.8344,0.9965555555555555,0.0034444444444444444
58,59,0.009962919427652407,0.8006051367596735,0.009994009909757845,0.8249,0.9986666666666667,0.0013333333333333333
59,60,0.00881543457585499,0.6972203281106828,0.008233862456826257,0.8467,0.999,0.001
60,61,0.007397350296616326,0.590985125190095,0.007359292463097774,0.8642,0.9995555555555555,0.00044444444444444447
61,62,0.006186343126577776,0.6063640855158432,0.014343675317793665,0.8589,0.9978888888888889,0.002
62,63,0.006415627743450977,0.6026422356880163,0.017162233505817786,0.8602,0.9965555555555555,0.0032222222222222222
63,64,0.006571969050658591,0.6900707332393791,0.023610111601440838,0.8455,0.9946666666666667,0.005333333333333333
64,65,0.005210061897160462,0.6480792296838157,0.011543027564725826,0.8521,0.9984444444444445,0.0015555555555555555
65,66,0.0038606553560133565,0.6614945327179341,0.008409168266258399,0.848,0.9994444444444445,0.0005555555555555556
66,67,0.003205626853220665,0.6119648795339125,0.008924667474249718,0.8631,0.9993333333333333,0.0006666666666666666
67,68,0.003017391300732818,0.7104792308203781,0.008021681677733719,0.8421,0.9991111111111111,0.0008888888888888889
68,69,0.002879219788946616,0.6224224046815799,0.0054995060675370865,0.8587,0.9997777777777778,0.00022222222222222223
69,70,0.002304995247601148,0.6443591332888301,0.007270251210569076,0.8588,0.9998888888888889,0.00011111111111111112
70,71,0.002508821816447422,0.6143287193926075,0.007606043978791002,0.859,0.9997777777777778,0.00022222222222222223
71,72,0.0020541077434836205,0.644008234709124,0.006049390282140861,0.853,0.9998888888888889,0.00011111111111111112
72,73,0.0020602849304534334,0.6610414012323452,0.0054915564456088865,0.8507,0.9997777777777778,0.00022222222222222223
73,74,0.0019400320787731882,0.6412819220295435,0.005092409049147662,0.8538,0.9998888888888889,0.00011111111111111112
74,75,0.001740851619555091,0.6817653579047963,0.004531493771191634,0.8485,0.9998888888888889,0.00011111111111111112
75,76,0.0017508696370577687,0.6820216590090643,0.0038735817717781788,0.8462,1.0,0.0
76,77,0.001605974623489508,0.6816571977319597,0.003962918994685923,0.8482,1.0,0.0
77,78,0.0014276713911218265,0.6836211500288565,0.0037910616497548533,0.8471,1.0,0.0
78,79,0.0014453425497972451,0.689389349161824,0.003100809487055095,0.8427,1.0,0.0
79,80,0.001639046631899336,0.6626620254939115,0.0037813210945156677,0.8501,1.0,0.0
80,81,0.0015130556108730146,0.6629895243463637,0.003750857241241865,0.8497,1.0,0.0
81,82,0.0012779144754903058,0.6785499461089508,0.0033862733570727663,0.846,1.0,0.0
82,83,0.0014317731819692594,0.6700097258332409,0.0034778216578276225,0.8464,1.0,0.0
83,84,0.0013495148314386987,0.6952761415439316,0.00259472872950399,0.8419,1.0,0.0
84,85,0.0012508267919724102,0.67802653320228,0.003096382914137253,0.8468,1.0,0.0
85,86,0.00133924880951537,0.6725405220743976,0.0033876839254549903,0.8476,1.0,0.0
86,87,0.0012565990566419524,0.6593162353280224,0.0033359819806744935,0.8506,1.0,0.0
87,88,0.0011762990964986884,0.6912189971042585,0.002993847023774411,0.8444,1.0,0.0
88,89,0.0012766879643379089,0.6866838124733937,0.002749802926752034,0.8449,1.0,0.0
89,90,0.0012377337888305974,0.6863456421260592,0.002853737470142963,0.8448,1.0,0.0
90,91,0.0012339002437829433,0.7014698344695417,0.003027770551852882,0.8422,1.0,0.0
91,92,0.0011932643584768904,0.6960989123658289,0.0030139300982061196,0.8428,1.0,0.0
92,93,0.001138479235302776,0.6700729561757438,0.0031647224153037853,0.8468,1.0,0.0
93,94,0.0011842774701854952,0.6588278344914883,0.003193018402130356,0.8497,1.0,0.0
94,95,0.001093477286580626,0.7124816662148584,0.0025869756035218146,0.8405,1.0,0.0
95,96,0.0013025448025401343,0.6839767022977902,0.0028847995850349397,0.8457,1.0,0.0
96,97,0.001118150194916312,0.6745315552512302,0.0028945864161843775,0.8466,1.0,0.0
97,98,0.0012050780157000065,0.6785810333264025,0.0028715848260309914,0.8461,1.0,0.0
98,99,0.001075803639453269,0.6701333315312108,0.0030188313390220136,0.847,1.0,0.0
99,100,0.0011748805806404599,0.6928849616382695,0.0028495140649168423,0.8452,1.0,0.0
