,epoch,batch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,test_acc,test_asr,test_ra
31,31,390,0.08497747989037098,0.9696514423076923,0.9663699087469397,0.9991983967935871,0.10080160320641282,0.3778658214060566,4.116712139854929e-06,0.8986,1.0,0.0
32,32,390,0.09015435323310204,0.9684294871794872,0.9649884259259259,0.9993990384615384,0.10116185897435898,0.3965027747274954,7.188215135016912e-09,0.8888,1.0,0.0
33,33,390,0.08038997038339193,0.9728966346153847,0.9698851495726496,1.0,0.10076121794871795,0.3709754185586036,0.004198684314267564,0.8983,0.9988888888888889,0.0011111111111111111
34,34,390,0.07679413051750415,0.9733173076923077,0.9704631958510472,0.9989985980372521,0.10154215902263168,0.39208061936535415,0.004185479473421829,0.8968,0.9986666666666667,0.0012222222222222222
35,35,390,0.07169205363457784,0.9745392628205128,0.971758579249566,0.9995988768551946,0.100882470918572,0.3714814195527306,0.0002146191126441831,0.8988,0.9998888888888889,0.00011111111111111112
36,36,390,0.06625802465356313,0.9766826923076923,0.9741340931350726,0.999599679743795,0.1010808646917534,0.4074658542116986,2.1069614223989674e-05,0.9014,1.0,0.0
37,37,390,0.06261094010745485,0.9776642628205128,0.9752264785095822,0.9995994392149009,0.10094131784498298,0.3670289505131637,5.882292934159804e-06,0.9062,1.0,0.0
38,38,390,0.059204009626633844,0.9795673076923077,0.9773840263556228,0.9991993594875901,0.10148118494795837,0.40413580401034294,0.001442504872896497,0.9016,0.9994444444444445,0.0005555555555555556
39,39,390,0.059585299619879475,0.9786458333333333,0.976320826100503,0.9995988768551946,0.100882470918572,0.3858358029134666,0.04749787987773897,0.904,0.9861111111111112,0.012666666666666666
40,40,390,0.052849229741602756,0.9816907051282051,0.9797022100554184,0.9995991180597315,0.10062136700741632,0.345265826941291,0.002691644864248253,0.9083,0.9992222222222222,0.0007777777777777777
41,41,390,0.047446453851910354,0.9833733974358975,0.9815474335574055,0.999799759711654,0.10052062474969964,0.36778521669816366,0.0011753527838587155,0.912,0.9994444444444445,0.0005555555555555556
42,42,390,0.04459848429601735,0.9844150641025641,0.9826830191199056,1.0,0.10054075705988384,0.35643864357018773,2.9009173184415976e-06,0.9126,1.0,0.0
43,43,390,0.043067813489156274,0.9850961538461539,0.9835069444444444,0.9993990384615384,0.10096153846153846,0.4027639583130426,8.033677917311111e-06,0.9023,1.0,0.0
44,44,390,0.04021665347166933,0.986758814102564,0.9853314339135467,0.9995995194233079,0.10112134561473768,0.40326830820192267,1.8264436380137263e-05,0.9073,1.0,0.0
45,45,390,0.03690415418241173,0.9868389423076923,0.9853982103904197,0.999799759711654,0.10072086503804566,0.424695296189453,0.001142354887210978,0.9068,0.9996666666666667,0.0003333333333333333
46,46,390,0.037367184607025525,0.987520032051282,0.9861772692872725,0.9995995194233079,0.10092110532639167,0.3700605572401723,0.0005586954821602619,0.9129,0.9998888888888889,0.00011111111111111112
47,47,390,0.031605818110685316,0.9891826923076923,0.9880486067835841,0.9993985565356857,0.1008420208500401,0.3727357110267953,0.00011500362507882835,0.918,0.9998888888888889,0.00011111111111111112
48,48,390,0.0296155083590211,0.9899038461538462,0.9888268156424581,0.999599278701663,0.10118212783009417,0.3636431081008308,0.00013791226475520272,0.9163,1.0,0.0
49,49,390,0.024504285608716786,0.9919871794871795,0.9910978568090267,1.0,0.1000601564066573,0.3867256471627875,0.0007020078750762148,0.9147,0.9996666666666667,0.0003333333333333333
50,50,390,0.020238363194183852,0.9934695512820513,0.9927889430460038,0.9995991180597315,0.10102224894768491,0.3540857659676407,0.0006385075923876876,0.9195,0.9998888888888889,0.00011111111111111112
51,51,390,0.020175628822284918,0.9935897435897436,0.9928995926725577,0.9997997196074504,0.1007410374524334,0.3763104385778874,0.0003603546495559014,0.9179,0.9998888888888889,0.00011111111111111112
52,52,390,0.018917612398628336,0.993770032051282,0.9930779674597698,1.0,0.10058104588258866,0.367257796227932,0.00037597929037512816,0.9184,0.9998888888888889,0.00011111111111111112
53,53,390,0.01645734972374227,0.9950120192307692,0.9945465877220317,0.999199038846616,0.10152182619142971,0.3974964192396478,0.0009621156729390094,0.9171,0.9998888888888889,0.00011111111111111112
54,54,390,0.01613945790554564,0.9951522435897436,0.994613603988604,1.0,0.10076121794871795,0.3655579917227166,8.384499426003305e-05,0.9204,1.0,0.0
55,55,390,0.013672197157612595,0.9958533653846153,0.9953929358349469,1.0,0.10062136700741632,0.3460272128068948,0.00010838078648869758,0.9218,1.0,0.0
56,56,390,0.013921191024695499,0.9956129807692308,0.9951257511684843,1.0,0.10020040080160321,0.3394969190600552,0.0001936427326597022,0.9229,0.9998888888888889,0.00011111111111111112
57,57,390,0.012250580890134024,0.9963942307692307,0.9960159362549801,0.9997996393508315,0.10098176718092566,0.3611877119239372,2.4736015146271724e-05,0.9194,1.0,0.0
58,58,390,0.009469287584607418,0.9974759615384615,0.9972179564220693,0.9997995590298657,0.10082180797755061,0.3483785782245141,6.216556226385185e-06,0.924,1.0,0.0
59,59,390,0.008280046005473616,0.9974759615384615,0.9971953879713307,1.0,0.10032038446135362,0.34857020932662336,6.661143929000311e-06,0.9268,1.0,0.0
60,60,390,0.006732530374742614,0.9982772435897436,0.9980858688152419,1.0,0.10078140653175716,0.34519309654266017,3.873905767813738e-05,0.9265,1.0,0.0
61,61,390,0.006630216700320418,0.9983173076923076,0.9981525997150997,0.9997996794871795,0.10056089743589744,0.34411327918119067,2.910694358664406e-06,0.9265,1.0,0.0
62,62,390,0.0058478684204881295,0.9986778846153846,0.9985309829059829,1.0,0.10076121794871795,0.34721063765921173,5.477752124470114e-06,0.9257,1.0,0.0
63,63,390,0.006297414145993594,0.9980969551282052,0.9978855056980057,1.0,0.10076121794871795,0.3396687097375906,3.090907508957456e-05,0.9266,1.0,0.0
64,64,390,0.004725944459921895,0.9988982371794872,0.9987757645906602,1.0,0.10072086503804566,0.323628803031354,0.00014103093567235857,0.9316,0.9998888888888889,0.00011111111111111112
65,65,390,0.003359691349368614,0.9993189102564103,0.9992432336182336,1.0,0.10076121794871795,0.3302885616504693,4.5986571229816395e-05,0.9317,1.0,0.0
66,66,390,0.0028885175806070223,0.9994591346153846,0.9993990117081423,1.0,0.10072086503804566,0.31867735964965216,8.983660906561056e-06,0.9316,1.0,0.0
67,67,390,0.003293709363639116,0.9993990384615384,0.9993322203672788,1.0,0.1005005005005005,0.3146480960370619,6.6078203186842865e-06,0.9296,1.0,0.0
68,68,390,0.0029912426536425184,0.9993589743589744,0.9992876858694685,1.0,0.10068054443554844,0.32499870771094214,8.732253097060864e-06,0.9312,1.0,0.0
69,69,390,0.002697522031070175,0.9994791666666667,0.9994213349357904,1.0,0.10062136700741632,0.3158556548289106,1.5117217783330821e-05,0.9319,1.0,0.0
70,70,390,0.001962167841571873,0.9997596153846153,0.9997329000378392,1.0,0.1007410374524334,0.3119857197132292,1.438277491026486e-05,0.9324,1.0,0.0
71,71,390,0.0020203925168085007,0.9998197115384615,0.9997996750283794,1.0,0.1007410374524334,0.3093891952045356,5.7748501693451136e-05,0.932,1.0,0.0
72,72,390,0.0014669353695353493,0.9998798076923077,0.9998664411005254,1.0,0.10068054443554844,0.30678682241447364,5.295712909289032e-05,0.9343,1.0,0.0
73,73,390,0.0017139992507649228,0.9998197115384615,0.9997996571911938,1.0,0.10066039623774264,0.30631270104005365,1.86020919064619e-05,0.9327,1.0,0.0
74,74,390,0.0015185309683333915,0.9998798076923077,0.9998664351542674,1.0,0.10064025610244097,0.3101929150333133,1.945869623764146e-05,0.932,1.0,0.0
75,75,390,0.001472678702236571,0.9998798076923077,0.9998664529914529,1.0,0.10056089743589744,0.30639559068257294,1.9871187170895316e-05,0.9322,1.0,0.0
76,76,390,0.0014207600579352285,0.9999399038461538,0.9999332264957265,1.0,0.10076121794871795,0.3061334641673897,1.4202490925065792e-05,0.9337,1.0,0.0
77,77,390,0.0013660017162179336,0.9999198717948717,0.9999109666792797,1.0,0.1007410374524334,0.30239166941823836,1.6045619125013128e-05,0.9328,1.0,0.0
78,78,390,0.0012364386841699554,0.9999198717948717,0.9999109567695116,1.0,0.10064025610244097,0.30374088100617447,1.0891481848939036e-05,0.9341,1.0,0.0
79,79,390,0.0013390522011039324,0.9998798076923077,0.999866470823875,1.0,0.10048134777376655,0.30254499642532084,1.9386570758643744e-05,0.9342,1.0,0.0
80,80,390,0.0011978531683920525,0.9998998397435898,0.9998887058718782,1.0,0.10072086503804566,0.2995099939783163,1.4428473432289279e-05,0.9337,1.0,0.0
81,81,390,0.0011995378286556867,0.9998998397435898,0.9998887133032117,1.0,0.10078140653175716,0.302215532505814,1.0809011783608248e-05,0.9336,1.0,0.0
82,82,390,0.0011873292646785744,0.9999399038461538,0.9999332264957265,1.0,0.10076121794871795,0.2969172603533238,1.9214922259110812e-05,0.9351,1.0,0.0
83,83,390,0.0012858454145503063,0.9998197115384615,0.999799692862389,1.0,0.10042092603728202,0.2981683739661416,1.974988286670389e-05,0.9346,1.0,0.0
84,84,390,0.001180466197249002,0.9998998397435898,0.9998887083490996,1.0,0.1007410374524334,0.29716643709925156,2.9598339225090123e-05,0.9343,1.0,0.0
85,85,390,0.0012240527361147822,0.9999198717948717,0.9999109646975025,1.0,0.10072086503804566,0.29729771972457064,1.300777440634884e-05,0.935,1.0,0.0
86,86,390,0.0011321413260959208,1.0,1.0,1.0,0.10052062474969964,0.2976352264043651,2.638633678786942e-05,0.9343,1.0,0.0
87,87,390,0.0011362710524386226,0.9999399038461538,0.9999554813578185,0.9997997997997998,0.1007007007007007,0.2948834279764302,6.113895753361235e-06,0.9341,1.0,0.0
88,88,390,0.0010027709615548165,0.9999799679487179,0.9999777436513766,1.0,0.10082180797755061,0.29424866534109356,2.242845000861488e-05,0.934,1.0,0.0
89,89,390,0.0009790323000066937,0.9999799679487179,0.9999777431560205,1.0,0.10080160320641282,0.2931078499348103,1.848801226950739e-05,0.9338,1.0,0.0
90,90,390,0.0009381928790483075,0.9999399038461538,0.9999554882934212,0.9997995188452286,0.10104250200481155,0.29318687706431257,1.1780447686094345e-05,0.9345,1.0,0.0
91,91,390,0.000964726109650189,0.9999399038461538,0.9999332190637312,1.0,0.10066039623774264,0.29413554680686965,1.691720709958914e-05,0.9335,1.0,0.0
92,92,390,0.001064694201900588,0.9999599358974359,0.9999554882934212,1.0,0.1008420208500401,0.2953829918575438,1.1799642853590522e-05,0.9334,1.0,0.0
93,93,390,0.0010520356071841283,0.9999799679487179,0.9999777426606423,1.0,0.10058104588258866,0.2936322468368313,1.5499755238739506e-05,0.9337,1.0,0.0
94,94,390,0.0010155084011598658,0.9999599358974359,0.9999554833396399,1.0,0.10054075705988384,0.2941067540853084,2.097194654607578e-05,0.9337,1.0,0.0
95,95,390,0.0011915931324041687,0.9998197115384615,0.9997996750283794,1.0,0.10054075705988384,0.2939244307388988,1.1830676349989158e-05,0.9343,1.0,0.0
96,96,390,0.0010677195205248725,0.9999599358974359,0.9999554853212846,1.0,0.10078140653175716,0.2937146935942052,1.146435058640044e-05,0.9341,1.0,0.0
97,97,390,0.0010747405266439995,0.9999599358974359,0.9999554833396399,1.0,0.1007410374524334,0.29517411204833016,2.1986258347374454e-05,0.9354,1.0,0.0
98,98,390,0.0010286927114252764,0.9999399038461538,0.999933223523127,1.0,0.10052062474969964,0.29476982322108897,1.6691434070772104e-05,0.934,1.0,0.0
99,99,390,0.001063444504166583,0.9999599358974359,0.9999554873027531,1.0,0.10082180797755061,0.2930845703128018,2.634781492200949e-05,0.9338,1.0,0.0
