,epoch,train_epoch_loss_avg_over_batch,train_acc,train_acc_clean_only,train_asr_bd_only,train_ra_bd_only,train_cross_acc_only,clean_test_loss_avg_over_batch,bd_test_loss_avg_over_batch,cross_test_loss_avg_over_batch,ra_test_loss_avg_over_batch,test_acc,test_asr,test_ra,test_cross_acc
26,26,0.27506275137748254,0.90466,0.9149321015138023,0.889505119453925,0.197098976109215,0.8728668941979523,0.4637604501051239,0.06680068432707602,0.4750004463557956,10.218261194900728,0.8497,0.9782222222222222,0.019444444444444445,0.8445
27,27,0.2798801759815277,0.90224,0.9134016028495102,0.8813993174061433,0.2079778156996587,0.8698805460750854,0.5143324744097794,0.0282722813615077,0.4810405350938628,12.427619584849182,0.8275,0.99,0.009333333333333334,0.8449
28,28,0.27290559784911783,0.90438,0.9158782279608192,0.8775597269624573,0.21331058020477817,0.8737201365187713,0.5145394524818734,0.08517938324997962,0.6607259229014192,8.70018983223069,0.8462,0.9685555555555555,0.028444444444444446,0.8132
29,29,0.26565161248302216,0.90798,0.9190783615316117,0.890358361774744,0.2032849829351536,0.8742534129692833,0.33703201999769933,0.22770304358761076,0.4263274307492413,7.01607989593291,0.8888,0.9154444444444444,0.08144444444444444,0.8629
30,30,0.25341349335201563,0.90998,0.9207201691896705,0.8892918088737202,0.19752559726962457,0.8791595563139932,0.3864757578961457,0.10898749771672235,0.4480769547480571,9.75054261382197,0.8807,0.96,0.038,0.8565
31,31,0.2537847884628169,0.91032,0.9211097506678539,0.8790529010238908,0.20925767918088736,0.884598976109215,0.40797148814684225,0.0994299214700578,0.4147668646860726,9.06752930896383,0.8661,0.9645555555555556,0.03411111111111111,0.8656
32,32,0.24948517454173558,0.9124,0.9227793855743545,0.889505119453925,0.20371160409556313,0.8840656996587031,0.5540616665082642,0.030716381740795686,0.5293586753968951,12.654115448535329,0.8172,0.9878888888888889,0.011444444444444445,0.8324
33,33,0.23788551946201592,0.91716,0.9269256455921638,0.8967576791808873,0.18984641638225255,0.8899317406143344,0.39163043453723567,0.09144801601872478,0.49044087283973453,9.397586446412852,0.877,0.9685555555555555,0.028333333333333332,0.8519
34,34,0.24511154228464113,0.91396,0.9235307212822796,0.8905716723549488,0.1992320819112628,0.8889718430034129,0.37044519374642193,0.12545897189895033,0.4462007774582392,9.59017593759886,0.8873,0.9511111111111111,0.04711111111111111,0.8648
35,35,0.2286307833650533,0.91992,0.9305710151380232,0.8973976109215017,0.19901877133105803,0.890358361774744,0.3722281567280806,0.08867015157052328,0.43808664419228516,10.919968322968819,0.8827,0.9694444444444444,0.028555555555555556,0.8603
36,36,0.23249399455268974,0.91826,0.928790071237756,0.8978242320819113,0.191339590443686,0.8881186006825939,0.50386215274847,0.02884674153592385,0.4624411931520776,12.213731161305603,0.8429,0.9898888888888889,0.01,0.8555
37,37,0.22533389664900577,0.9202,0.9297918521816563,0.8956911262798635,0.19517918088737202,0.8956911262798635,0.39544154797928244,0.057291485782397886,0.4276255703047861,10.484342789985764,0.8696,0.9795555555555555,0.019444444444444445,0.8628
38,38,0.2242044845353002,0.92266,0.9332980854853072,0.9025170648464164,0.19261945392491467,0.8919581911262798,0.40027996690212925,0.05041241466107083,0.4294496444584448,9.917094015739334,0.8705,0.9821111111111112,0.016555555555555556,0.8657
39,39,0.21354669433496798,0.9256,0.9353851291184327,0.8976109215017065,0.19645904436860068,0.9020904436860068,0.39392159520825254,0.08791955730969638,0.47262780104256885,9.070258106983884,0.8761,0.9672222222222222,0.03111111111111111,0.8545
40,40,0.20883727580537575,0.92592,0.9368878005342832,0.9005972696245734,0.18899317406143346,0.8965443686006825,0.40488532845732533,0.043148940822608034,0.4615742422734635,11.234344361533582,0.8692,0.9843333333333333,0.014777777777777779,0.8593
41,41,0.20441042534683063,0.92914,0.9392809439002672,0.9099829351535836,0.189419795221843,0.8998506825938567,0.3714649996991399,0.035605155043041625,0.393842334988751,11.508973820108762,0.8811,0.9887777777777778,0.01011111111111111,0.8739
42,42,0.2048489306207813,0.9292,0.9381121994657168,0.9106228668941979,0.18472696245733788,0.904330204778157,0.3437303896946243,0.24619267303758943,0.44613879673843143,6.979344791089985,0.8946,0.9173333333333333,0.07666666666666666,0.8676
43,43,0.1995723666075398,0.93018,0.9407557880676759,0.9170221843003413,0.1719283276450512,0.8962244027303754,0.3025343616174746,0.16381064319694547,0.39738629664046854,8.50004642782077,0.9044,0.9411111111111111,0.05555555555555555,0.8741
44,44,0.20630796166027293,0.92648,0.9377504452359751,0.8965443686006825,0.1945392491467577,0.8982508532423208,0.3844716752631755,0.05781177944884124,0.42812239991713175,11.881876529102595,0.8807,0.9778888888888889,0.021777777777777778,0.8672
45,45,0.19828502967229586,0.93002,0.9395313891362422,0.9042235494880546,0.193259385665529,0.9064633105802048,0.3385998825483684,0.11123600080084632,0.4062186647442323,9.178399146442683,0.8923,0.9593333333333334,0.03844444444444445,0.8772
46,46,0.19274111837148666,0.93208,0.9418410507569012,0.9119027303754266,0.18515358361774745,0.9047568259385665,0.3694326877593994,0.058738413253720374,0.4680537336234805,9.971799568391182,0.8844,0.9787777777777777,0.02022222222222222,0.8622
47,47,0.19013861514380215,0.93374,0.9440115761353517,0.9116894197952219,0.17811433447098976,0.9053967576791809,0.40496879872641983,0.06461656660261289,0.45180788447585285,10.278960254830373,0.8717,0.9771111111111112,0.02188888888888889,0.8619
48,48,0.1921316735122515,0.9315,0.9403662065894924,0.9140358361774744,0.18110068259385664,0.90625,0.4381574911030033,0.022595241738804683,0.4412996738771849,12.568192199921944,0.8606,0.9918888888888889,0.007555555555555556,0.8642
49,49,0.19026793876801001,0.93404,0.944762911843277,0.9078498293515358,0.19389931740614336,0.9060366894197952,0.34601968319355686,0.09162971482310496,0.4035947407725491,9.84806287792367,0.8958,0.9662222222222222,0.03244444444444444,0.8751
50,50,0.1747009514657128,0.93932,0.9491874443455031,0.9176621160409556,0.18600682593856654,0.9123293515358362,0.29729932117499885,0.32750738653498634,0.3991929200253909,6.273748847800241,0.9102,0.8864444444444445,0.10644444444444444,0.8797
51,51,0.16970930105584967,0.93916,0.9495770258236865,0.9136092150170648,0.18195392491467577,0.912009385665529,0.34924252991434895,0.17902619160816702,0.46013716127299054,8.222625799582039,0.8968,0.9366666666666666,0.06055555555555556,0.862
52,52,0.1813288320456167,0.9369,0.9456533837934105,0.9159556313993175,0.1806740614334471,0.9138225255972696,0.38970227897921694,0.027160151779625406,0.39526519782935515,12.763593311041173,0.8782,0.9895555555555555,0.010222222222222223,0.8769
53,53,0.1738759398155505,0.9388,0.950217052537845,0.9159556313993175,0.18451365187713312,0.9064633105802048,0.38760308110261266,0.03373600917697792,0.4281007981375803,12.580295482151945,0.8824,0.9877777777777778,0.012,0.8735
54,54,0.17428682272886986,0.93998,0.950996215494212,0.9123293515358362,0.191339590443686,0.9115827645051194,0.3357314989913868,0.16800812810239657,0.40931427705137036,8.835390628223688,0.9015,0.9388888888888889,0.05811111111111111,0.8786
55,55,0.1809536231695996,0.93598,0.9467943009795191,0.9136092150170648,0.17619453924914677,0.9057167235494881,0.33643902178052104,0.09711723000755612,0.41479439750502384,9.512793258881905,0.8955,0.9636666666666667,0.03344444444444444,0.8763
56,56,0.16435868173951992,0.94332,0.9538624220837043,0.9242747440273038,0.1766211604095563,0.9124360068259386,0.3544970377336574,0.04885245244425367,0.42298457988455324,12.325895940753776,0.8889,0.9827777777777778,0.01622222222222222,0.8696
57,57,0.16981961314216296,0.93968,0.9498552983081033,0.9129692832764505,0.17406143344709898,0.9140358361774744,0.393024989321262,0.0197825732150666,0.42441538560994063,13.474155681234011,0.8793,0.9921111111111112,0.007666666666666666,0.8717
58,58,0.1668882401674376,0.94124,0.9504396705253785,0.9180887372013652,0.181740614334471,0.9175554607508533,0.36551237030874323,0.06334831075034511,0.413619358139702,11.422711332079391,0.8886,0.9771111111111112,0.022222222222222223,0.8708
59,59,0.16967441551768414,0.94014,0.9505231522707035,0.9170221843003413,0.17747440273037543,0.9119027303754266,0.352264006586769,0.037515245778092614,0.41336434268498723,10.973226466649015,0.8874,0.9863333333333333,0.013333333333333334,0.8724
60,60,0.16295432923433115,0.9426,0.9516918967052538,0.919155290102389,0.17598122866894197,0.9194752559726962,0.29297218688681154,0.12408742219419547,0.392060287296772,8.789887300679382,0.9061,0.9562222222222222,0.041555555555555554,0.8804
61,61,0.1616967098496835,0.94396,0.9529162956366874,0.9204351535836177,0.17256825938566553,0.9213950511945392,0.31288614076904103,0.09231213784553635,0.4215510770489898,9.368337127524363,0.9059,0.9658888888888889,0.03277777777777778,0.8721
62,62,0.16542204139787522,0.94198,0.9522762689225289,0.9202218430034129,0.1825938566552901,0.91339590443686,0.34414684131175655,0.05857012020817525,0.40384039886390105,10.05454941870461,0.8956,0.9794444444444445,0.019555555555555555,0.8759
63,63,0.15805315963752434,0.9454,0.9555042297417632,0.9232081911262798,0.17747440273037543,0.917768771331058,0.31962266734129263,0.06092799830735779,0.4035441550084307,9.606218458900988,0.902,0.9767777777777777,0.02188888888888889,0.8803
64,64,0.16268639105474553,0.94446,0.9545581032947462,0.9170221843003413,0.17918088737201365,0.9194752559726962,0.3537993486734885,0.06787394774211965,0.47074468509305883,10.09891798798467,0.8927,0.9756666666666667,0.02266666666666667,0.8606
65,65,0.15388897448168387,0.94632,0.9562277382012466,0.9212883959044369,0.17470136518771331,0.9208617747440273,0.34761081126671806,0.055461721862076034,0.40715797735920434,10.567919717708104,0.8963,0.981,0.018111111111111113,0.8761
66,66,0.15441406703056276,0.94722,0.9569790739091718,0.9174488054607508,0.18195392491467577,0.9247013651877133,0.3180819757377045,0.06737967819290262,0.39639244492672665,10.930550575256348,0.9026,0.9753333333333334,0.023333333333333334,0.8752
67,67,0.15216055708458584,0.94642,0.9552259572573464,0.9255546075085325,0.1659556313993174,0.9231015358361775,0.2854325823202918,0.1961999730744832,0.3913907365331167,8.839004133788633,0.9135,0.9341111111111111,0.06377777777777778,0.8818
68,68,0.1606020372827797,0.9441,0.9539459038290294,0.9185153583617748,0.1804607508532423,0.919155290102389,0.40529161833721816,0.10217691574927787,0.5173725525412378,10.194461325524559,0.8869,0.9637777777777777,0.033666666666666664,0.8606
69,69,0.152677332177339,0.94744,0.9552816117542298,0.9276877133105802,0.17598122866894197,0.9272610921501706,0.319721772417992,0.09856164922386827,0.39686453059504306,9.235546407565264,0.9019,0.9647777777777777,0.03388888888888889,0.8799
70,70,0.15754503475697448,0.94594,0.9557825022261799,0.9178754266211604,0.17406143344709898,0.9222482935153583,0.41754745437374596,0.026175447967572426,0.4574895872722698,12.242973676869568,0.879,0.9896666666666667,0.009777777777777778,0.8659
71,71,0.15521854371823313,0.94544,0.9549755120213713,0.9136092150170648,0.181740614334471,0.9248080204778157,0.3600390811886969,0.05042971991999468,0.3895698508507089,10.735144682333503,0.8954,0.9817777777777777,0.017777777777777778,0.8833
72,72,0.14898482593886384,0.94844,0.9583147818343722,0.9234215017064846,0.17512798634812288,0.9231015358361775,0.3409444134258017,0.04835975980123793,0.39102211915239504,11.30655600319446,0.8938,0.9828888888888889,0.016555555555555556,0.8804
73,73,0.15267897140511008,0.94784,0.9565616651825467,0.922141638225256,0.17598122866894197,0.9272610921501706,0.3626831105992764,0.054840966121254255,0.40794015373987486,10.703300919331296,0.892,0.9806666666666667,0.017666666666666667,0.8785
74,74,0.14712029633581486,0.94884,0.9588713268032057,0.9244880546075085,0.17640784982935154,0.9225682593856656,0.31194587768633153,0.07408718499814121,0.38257174325894705,10.417202183898066,0.9041,0.9757777777777777,0.023444444444444445,0.8844
75,75,0.14677452254573556,0.9486,0.9574243098842387,0.9257679180887372,0.17022184300341298,0.9261945392491467,0.35471809061267706,0.09912804881451835,0.4615652927114994,8.823826796571973,0.8953,0.9635555555555556,0.03411111111111111,0.8644
76,76,0.14603606701764227,0.9492,0.9584817453250223,0.9281143344709898,0.17406143344709898,0.9241680887372014,0.42767736839154097,0.044515263364637195,0.4215004074422619,11.333837200218523,0.8663,0.9832222222222222,0.015666666666666666,0.8768
77,77,0.1491370086255662,0.94808,0.9568955921638468,0.9283276450511946,0.1708617747440273,0.9241680887372014,0.41888135313233243,0.02411167068131478,0.4367652020499676,12.962714772828868,0.8679,0.9907777777777778,0.008888888888888889,0.867
78,78,0.14476411787750165,0.95002,0.9592609082813891,0.925981228668942,0.17064846416382254,0.9266211604095563,0.31977229867177676,0.15074237420315473,0.4077060554600969,8.89920795467538,0.9064,0.9481111111111111,0.04855555555555555,0.8817
79,79,0.15718947627755533,0.94566,0.9556990204808549,0.9215017064846417,0.177901023890785,0.9192619453924915,0.3100294717882253,0.09693173942169253,0.4098836057171037,10.073685914697782,0.9044,0.9651111111111111,0.033666666666666664,0.8751
80,80,0.14433356802291272,0.94974,0.9593443900267141,0.9227815699658704,0.17022184300341298,0.9264078498293515,0.3539383277485642,0.10914713519454843,0.43068895253199563,9.469752217682315,0.9005,0.9645555555555556,0.033555555555555554,0.8756
81,81,0.1467551694339727,0.94906,0.959706144256456,0.9215017064846417,0.1717150170648464,0.9220349829351536,0.3342870205074926,0.09612478970379477,0.4179001018593583,10.287306369190485,0.8995,0.9671111111111111,0.03111111111111111,0.8696
82,82,0.14020926852131743,0.9514,0.9610696794300979,0.9257679180887372,0.16830204778156996,0.9271544368600683,0.302912176315543,0.28616373345885476,0.4114735482991496,6.948628915867335,0.9102,0.9024444444444445,0.09166666666666666,0.879
83,83,0.14292964890904133,0.95044,0.9600122439893143,0.9249146757679181,0.17150170648464164,0.9265145051194539,0.4607758040103731,0.01693749322857655,0.44058773166771176,13.281716346740723,0.8593,0.9946666666666667,0.005222222222222222,0.8719
84,84,0.13703959379488093,0.9538,0.9619044968833482,0.9349402730375427,0.17043515358361774,0.9321672354948806,0.3820753831274902,0.06405503009642724,0.44251907362213616,10.245909637128802,0.8857,0.9761111111111112,0.023555555555555555,0.8694
85,85,0.14296813276798828,0.95006,0.9592609082813891,0.9272610921501706,0.17150170648464164,0.9261945392491467,0.3331636827957781,0.220734941497655,0.45571550953237316,6.877061588663451,0.903,0.9228888888888889,0.07388888888888889,0.8643
86,86,0.1422753062842371,0.95044,0.9592609082813891,0.9330204778156996,0.1591296928327645,0.9253412969283277,0.34022266313999516,0.10241962444614357,0.4291411528858957,9.098191738128662,0.8999,0.9622222222222222,0.036333333333333336,0.8769
87,87,0.14573240140095697,0.94934,0.9585652270703473,0.9308873720136519,0.16552901023890784,0.9232081911262798,0.312357627892796,0.09490597161503744,0.41209265061571626,9.307555829974968,0.908,0.9647777777777777,0.033,0.8742
88,88,0.1352280025677684,0.95272,0.9611809884238647,0.9302474402730375,0.1717150170648464,0.9315273037542662,0.3861037164549284,0.06831041453275043,0.5416637659072876,9.959738919432734,0.8841,0.9767777777777777,0.021111111111111112,0.8428
89,89,0.13522751403548527,0.9528,0.961403606411398,0.9313139931740614,0.16766211604095563,0.9305674061433447,0.3569961367057094,0.07154829137709359,0.4456276144785217,9.939509432080765,0.8973,0.9738888888888889,0.023555555555555555,0.8764
90,90,0.1298707754248777,0.95464,0.9634349955476402,0.9345136518771331,0.1621160409556314,0.9309940273037542,0.36255892092668557,0.015876089450640892,0.39470007619525815,13.748261626337616,0.8861,0.9944444444444445,0.0054444444444444445,0.883
91,91,0.14094564511590754,0.95112,0.9612922974176313,0.9300341296928327,0.1689419795221843,0.9226749146757679,0.3612144969498055,0.044007460301427145,0.44271899571147144,11.691882173779984,0.8942,0.9845555555555555,0.014555555555555556,0.8709
92,92,0.14621871874174652,0.94868,0.9582869545859305,0.9227815699658704,0.1757679180887372,0.9248080204778157,0.31778434069850775,0.18131362080154284,0.44913609344748,7.9840023215387905,0.9091,0.9328888888888889,0.06433333333333334,0.8666
93,93,0.13618691677651595,0.95196,0.9616818788958148,0.924061433447099,0.17043515358361774,0.9286476109215017,0.39993206534204606,0.034847171800899725,0.38460295317293725,12.55792123499051,0.8804,0.9887777777777778,0.010777777777777778,0.8896
94,94,0.12795033169162395,0.95624,0.9643532947462155,0.935580204778157,0.16083617747440274,0.9354735494880546,0.3245106208362157,0.20819366445213977,0.4262663976678365,7.6115620841442695,0.9057,0.9312222222222222,0.06622222222222222,0.8813
95,95,0.13572302080042983,0.95266,0.9617097061442564,0.9244880546075085,0.17491467576791808,0.9320605802047781,0.2786853569029253,0.2105887929948283,0.3774495935892757,6.605857184235479,0.9188,0.9234444444444444,0.07277777777777777,0.8898
96,96,0.13629721338048462,0.95208,0.9613757791629564,0.9293941979522184,0.1689419795221843,0.9277943686006825,0.4141576218454144,0.03397720565520961,0.41623471092574205,12.329557633735764,0.8744,0.9874444444444445,0.012,0.8754
97,97,0.13671966668342234,0.95316,0.96260017809439,0.9345136518771331,0.16552901023890784,0.9263011945392492,0.4004861393684073,0.024948498404676646,0.404853668393968,12.282784381382902,0.8839,0.9913333333333333,0.008222222222222223,0.8823
98,98,0.13565995307672588,0.95302,0.962349732858415,0.9321672354948806,0.15358361774744028,0.9276877133105802,0.33495492516439174,0.13097213805508864,0.4775207004969633,8.94895324572711,0.9047,0.9527777777777777,0.04388888888888889,0.865
99,99,0.14950756570491033,0.94782,0.9576191006233303,0.9227815699658704,0.1717150170648464,0.9227815699658704,0.3033133866854861,0.2312761550952851,0.4017244194504581,7.123330989354093,0.9161,0.9206666666666666,0.07577777777777778,0.8853
